suri_rule_id,suri_rule_classtype,suri_rule_msg,most_likely_technique,second_most_likely_technique,third_most_likely_technique
2017920,attempted-dos,ET DOS Possible NTP DDoS Multiple MON_LIST Seq 0 Response Spanning Multiple Packets IMPL 0x02,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Defacement', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2017921,attempted-dos,ET DOS Possible NTP DDoS Multiple MON_LIST Seq 0 Response Spanning Multiple Packets IMPL 0x03,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Defacement', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2017965,attempted-dos,ET DOS Likely NTP DDoS In Progress MON_LIST Response to Non-Ephemeral Port IMPL 0x02,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1205', 'mitre_technique_name': 'Port Knocking', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1206', 'mitre_technique_name': 'Port Monitors', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}"
2019010,attempted-dos,ET DOS Likely NTP DDoS In Progress PEER_LIST Response to Non-Ephemeral Port IMPL 0x02,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1205', 'mitre_technique_name': 'Port Knocking', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1204', 'mitre_technique_name': 'User Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2019011,attempted-dos,ET DOS Likely NTP DDoS In Progress PEER_LIST Response to Non-Ephemeral Port IMPL 0x03,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1205', 'mitre_technique_name': 'Port Knocking', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1204', 'mitre_technique_name': 'User Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2019012,attempted-dos,ET DOS Likely NTP DDoS In Progress PEER_LIST_SUM Response to Non-Ephemeral Port IMPL 0x02,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1205', 'mitre_technique_name': 'Port Knocking', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1204', 'mitre_technique_name': 'User Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2019013,attempted-dos,ET DOS Likely NTP DDoS In Progress PEER_LIST_SUM Response to Non-Ephemeral Port IMPL 0x03,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1205', 'mitre_technique_name': 'Port Knocking', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1204', 'mitre_technique_name': 'User Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2019102,attempted-dos,ET DOS Possible SSDP Amplification Scan in Progress,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1436', 'mitre_technique_name': 'Analytical Techniques', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Discovery'}"
2016016,bad-unknown,ET DOS DNS Amplification Attack Inbound,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Defacement', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2028679,bad-unknown,ET DYN_DNS DNS Query to DynDNS Domain *.freedynamicdns .net,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2028680,bad-unknown,ET DYN_DNS DNS Query to DynDNS Domain *.freedynamicdns .org,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2042711,bad-unknown,ET DYN_DNS DYNAMIC_DNS Query to a *.dynamicdns .biz Domain,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2042732,bad-unknown,ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.freedynamicdns .net Domain,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2042754,bad-unknown,ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.freedynamicdns .org Domain,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2012758,misc-activity,ET DYN_DNS DYNAMIC_DNS Query to *.dyndns. Domain,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2013971,bad-unknown,ET DYN_DNS DYNAMIC_DNS Query for Suspicious .dyndns-at-home.com Domain,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2014091,not-suspicious,ET DYN_DNS Dyndns Client IP Check,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014092,not-suspicious,ET DYN_DNS Dyndns Client User-Agent,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Native API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2016580,bad-unknown,ET DYN_DNS Java Request to DynDNS Pro Dynamic DNS Domain,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2027363,bad-unknown,ET DYN_DNS Observed DNS Query to DynDNS Domain (dns-report .com),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2012841,exploit-kit,ET EXPLOIT_KIT Incognito Exploit Kit Checkin,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014147,exploit-kit,ET EXPLOIT_KIT Sakura Exploit Kit Landing Page Request,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2014148,exploit-kit,ET EXPLOIT_KIT Sakura Exploit Kit Binary Load Request,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014546,exploit-kit,ET EXPLOIT_KIT TDS Sutra - HTTP header redirecting to a SutraTDS,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2014609,exploit-kit,ET EXPLOIT_KIT Incognito Exploit Kit Java request to images.php?t=,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014639,exploit-kit,ET EXPLOIT_KIT Incognito Exploit Kit PDF request to images.php?t=81118,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1203', 'mitre_technique_name': 'Exploitation for Client Execution', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2014657,exploit-kit,ET EXPLOIT_KIT Unkown exploit kit pdf download,"{'mitre_technique_id': 'T1203', 'mitre_technique_name': 'Exploitation for Client Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2014851,exploit-kit,ET EXPLOIT_KIT Sakura Exploit Kit Version 1.1 Archive Request,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014924,exploit-kit,ET EXPLOIT_KIT DRIVEBY Incognito Payload Requested /getfile.php by Java Client,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2014967,exploit-kit,ET EXPLOIT_KIT - Landing Page Requested - 15Alpha1Digit.php,"{'mitre_technique_id': 'T1189', 'mitre_technique_name': 'Drive-by Compromise', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Execution'}"
2025804,attempted-user,ET EXPLOIT bin bash base64 encoded Remote Code Execution 1,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}"
2025805,attempted-user,ET EXPLOIT bin bash base64 encoded Remote Code Execution 2,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}"
2025807,attempted-user,ET EXPLOIT php script base64 encoded Remote Code Execution 1,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Defense Evasion'}"
2025808,attempted-user,ET EXPLOIT php script base64 encoded Remote Code Execution 2,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}"
2025810,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 1,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Credential Access'}"
2025811,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 2,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2025813,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 4,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2025814,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 5,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2025815,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 6,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2025816,attempted-user,ET EXPLOIT php script double base64 encoded Remote Code Execution 7,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1136', 'mitre_technique_name': 'Create Account', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036563,bad-unknown,ET FILE_SHARING External File Sharing Domain in DNS Lookup (anonfile .com),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036870,bad-unknown,ET FILE_SHARING Anonymous File Sharing Domain in DNS Lookup (fromsmash .co),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036936,bad-unknown,ET FILE_SHARING File Sharing Related Domain in DNS Lookup (download .mediafire .com),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036937,bad-unknown,ET FILE_SHARING File Sharing Related Domain in DNS Lookup (filesend .jp),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2038575,bad-unknown,ET FILE_SHARING Cloud File Sharing Domain in DNS Lookup (.filebase .io),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Command and Control'}"
2039754,misc-activity,ET FILE_SHARING File Sharing Service Domain (docdroid .net) in TLS SNI,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2044434,bad-unknown,ET FILE_SHARING File Sharing Related Domain in DNS Lookup (zippyshare .com),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2044436,bad-unknown,ET FILE_SHARING Observed File Sharing Domain (zippyshare .com in TLS SNI),"{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0013', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
